08.12.21,09.17.29,15224210000,FAIL, PASS,,FAIL
08.12.21,16.07.43,15224210000,PASS, PASS,,PASS
08.12.21,16.08.34,15224210001,PASS, PASS,,PASS
08.12.21,16.09.25,15224210002,PASS, PASS,,PASS
08.12.21,16.10.16,15224210003,PASS, PASS,,PASS
08.12.21,16.11.07,15224210004,PASS, PASS,,PASS
08.12.21,16.12.02,15224210005,PASS, PASS,,PASS
08.12.21,16.12.52,15224210006,PASS, PASS,,PASS
08.12.21,16.13.43,15224210007,PASS, PASS,,PASS
08.12.21,16.14.33,15224210008,PASS, PASS,,PASS
08.12.21,16.15.27,15224210009,PASS, PASS,,PASS
08.12.21,16.16.19,15224210010,PASS, PASS,,PASS
08.12.21,16.17.09,15224210011,PASS, PASS,,PASS
08.12.21,16.17.59,15224210012,PASS, PASS,,PASS
08.12.21,16.18.50,15224210013,PASS, PASS,,PASS
08.12.21,16.19.39,15224210014,PASS, PASS,,PASS
08.12.21,16.20.31,15224210015,PASS, PASS,,PASS
08.12.21,16.21.26,15224210016,PASS, PASS,,PASS
08.12.21,16.22.23,15224210017,PASS, PASS,,PASS
08.12.21,16.23.15,15224210018,PASS, PASS,,PASS
08.12.21,16.24.05,15224210019,PASS, PASS,,PASS
08.12.21,16.24.55,15224210020,PASS, PASS,,PASS
08.12.21,16.26.13,15224210021,PASS, PASS,,PASS
08.12.21,16.27.03,15224210022,PASS, PASS,,PASS
08.12.21,16.27.53,15224210023,PASS, PASS,,PASS
08.12.21,16.28.44,15224210024,PASS, PASS,,PASS
08.12.21,16.29.35,15224210025,PASS, PASS,,PASS
08.12.21,16.30.39,15224210026,PASS, PASS,,PASS
08.12.21,16.31.30,15224210027,PASS, PASS,,PASS
08.12.21,16.32.20,15224210028,PASS, PASS,,PASS
08.12.21,16.33.14,15224210029,PASS, PASS,,PASS
08.12.21,16.34.04,15224210030,PASS, PASS,,PASS
08.12.21,16.34.55,15224210031,PASS, PASS,,PASS
08.12.21,16.35.46,15224210032,PASS, PASS,,PASS
08.12.21,16.36.36,15224210033,PASS, PASS,,PASS
08.12.21,16.37.26,15224210034,PASS, PASS,,PASS
08.12.21,16.38.16,15224210035,PASS, PASS,,PASS
08.12.21,16.39.06,15224210036,PASS, PASS,,PASS
08.12.21,16.39.56,15224210037,PASS, PASS,,PASS
08.12.21,16.40.46,15224210038,PASS, PASS,,PASS
08.12.21,16.41.37,15224210039,PASS, FAIL,,FAIL
08.12.21,16.42.27,15224210040,PASS, PASS,,PASS
08.12.21,16.43.17,15224210041,PASS, PASS,,PASS
08.12.21,16.44.07,15224210042,PASS, PASS,,PASS
08.12.21,16.45.05,15224210043,PASS, PASS,,PASS
08.12.21,16.45.55,15224210044,PASS, PASS,,PASS
08.12.21,16.47.01,15224210045,PASS, PASS,,PASS
08.12.21,16.47.51,15224210046,PASS, FAIL,,FAIL
08.12.21,16.49.01,15224210047,PASS, PASS,,PASS
08.12.21,16.49.53,15224210048,PASS, PASS,,PASS
08.12.21,16.50.43,15224210049,PASS, PASS,,PASS
08.12.21,16.51.33,15224210050,PASS, PASS,,PASS
08.12.21,16.52.23,15224210051,PASS, PASS,,PASS
08.12.21,16.53.13,15224210052,PASS, PASS,,PASS
08.12.21,16.54.07,15224210053,PASS, PASS,,PASS
08.12.21,16.55.01,15224210054,PASS, PASS,,PASS
08.12.21,16.55.50,15224210055,PASS, PASS,,PASS
08.12.21,16.56.40,15224210056,PASS, PASS,,PASS
08.12.21,16.57.31,15224210057,FAIL,CHECK,,FAIL
08.12.21,16.58.20,15224210058,PASS, PASS,,PASS
08.12.21,16.59.11,15224210059,PASS, FAIL,,FAIL
08.12.21,17.00.01,15224210060,PASS, PASS,,PASS
08.12.21,17.00.51,15224210061,FAIL,CHECK,,FAIL
08.12.21,17.01.42,15224210062,PASS, PASS,,PASS
08.12.21,17.22.40,15224210063,PASS, PASS,,PASS
08.12.21,17.23.33,15224210064,FAIL,CHECK,,FAIL
08.12.21,17.24.24,15224210065,PASS, PASS,,PASS
08.12.21,17.25.15,15224210066,PASS, PASS,,PASS
08.12.21,17.26.06,15224210067,PASS, PASS,,PASS
08.12.21,17.26.58,15224210068,PASS, PASS,,PASS
08.12.21,17.27.50,15224210069,PASS, PASS,,PASS
08.12.21,17.28.43,15224210070,PASS, PASS,,PASS
08.12.21,17.29.35,15224210071,PASS, PASS,,PASS
08.12.21,17.30.25,15224210072,PASS, PASS,,PASS
